n,p,ak,bk,bs,k0,k1
5,5,0.002534272985022774,0.3058970964278866,0.7035496166339896,0.5644451263712131,0.7649365413687026
4,3,0.0022309736337515857,0.21245136188972824,0.6926214708229663,0.3187526291416185,0.49099628437647275
3,5,0.011138696898392319,0.36869241988658125,0.7923571931110333,0.6890592390438814,0.7943500577001292
3,5,0.010940199719502542,0.445232382074202,0.7570791350380874,0.6152982208875589,0.6002026748437088
2,2,0.005402899918321807,0.3141914269383756,0.8547616215380673,0.5991837153375124,0.6770283014603145
3,5,0.027524935816990732,0.43035104612041264,0.7309479117610103,0.5779891605749479,0.5304838857656555
4,5,0.006761277503413023,0.1170874137776613,0.84215829300861,0.35100857222582144,0.5422168228891594
3,4,0.01330161598739335,0.16411984063600313,0.8721559269613718,0.5686547086445783,0.791553076582147
3,4,0.006216729055453672,0.33740177101362373,0.8697405841482346,0.6930961979072885,0.7875432232059001
3,4,0.025139813234624567,0.3872455295058521,0.7720459971304378,0.698967103319504,0.7675326088556655
3,5,0.004288257370570887,0.2515846206280574,0.9318862333015322,0.5524726825973196,0.6199391455649805
3,4,0.0026726645828261315,0.3002137234464072,0.8916898916139531,0.6501916841856603,0.745066391603594
2,4,0.003233299298211532,0.1267858067104143,0.8880654928744358,0.4855683976242437,0.665196642034219
3,5,0.02587605220246783,0.49172520933922126,0.6137595434680265,0.6583870535419722,0.6503245573939787
3,5,0.0073927607827878345,0.3225552099898653,0.7766473449409742,0.5618650998286612,0.6791378675139531
2,3,0.0025880002781828145,0.1470169309257806,0.9170252677052471,0.581610531090391,0.7761893401992392
4,5,0.0041931043510102396,0.22161322200489192,0.8595796923599408,0.4895033960332799,0.6603080508779969
3,5,0.0061406568117589305,0.31201292318001117,0.6505814596699782,0.4105685836050761,0.45930691559002995
3,5,0.045166915071029996,0.34056700424074837,0.6266062329884133,0.6175420671498091,0.6876404787201288
4,4,0.04431535878327781,0.26329873042484614,0.606374414613815,0.44733047509004736,0.5600162838115009
5,3,0.013106712997751176,0.16115849278341018,0.7922915690525155,0.34212057205361524,0.5393044955396908
2,4,0.011777490058503443,0.28736045091187007,0.7724456860009704,0.6129910387318356,0.5486519740708888
5,4,0.013562120239528828,0.11452632197152302,0.7539030047832945,0.34734144248208687,0.7118339287330875
4,5,0.022700006395392717,0.27449823340961393,0.7478135442261523,0.48490450639192534,0.5842797124366238
3,5,0.01243829611994136,0.4810389285672399,0.6310405027842655,0.7127843581183475,0.7759643723818528
2,4,0.009116694206640047,0.2527241249464631,0.8563887064363065,0.7653332487917168,0.7366125303855664
4,4,0.0037563525492320645,0.30985651263327785,0.8439268092957947,0.45969877187267133,0.5055860611010174
4,5,0.01844052423613766,0.16359052060506635,0.8201049975845451,0.46532761641198733,0.6470436502222479
2,4,0.006244296198375866,0.38644201109294823,0.8050379146655064,0.6225868226782376,0.49074379833155934
2,4,0.006351357023306959,0.29400034539898046,0.8389692727398961,0.6900283770909524,0.6850615427102194
3,5,0.04209201913571859,0.3870586518345224,0.6435327628321632,0.5586693012768378,0.5265773426335223
2,4,0.001904607724783237,0.20770263363036218,0.9274502619550449,0.7791614113886511,0.7057967832277479
3,5,0.0028011192666037364,0.45709293164430986,0.9477701957053926,0.669119472537385,0.6469310999789899
4,4,0.014239915914598417,0.2705503339336818,0.7529904433000696,0.4023936932889963,0.4697737883549768
2,5,0.0012524152042181626,0.42866581299642226,0.8305305052186387,0.6778843518861855,0.4618486051554026
2,5,0.0033744689230560633,0.35210718504618954,0.8723199027714674,0.7769891834107161,0.7301863450854515
5,4,0.0031324265978297772,0.2812326694031328,0.8502416342611236,0.44894721878905897,0.5236998756266178
4,5,0.004528290634237225,0.4725562070745629,0.9433728875335412,0.6558149430299298,0.626638077531424
4,2,0.02218945771055002,0.15144070080927452,0.8468237436580053,0.406805463423576,0.7755537255174911
2,5,0.0032119458634636724,0.4415499436734225,0.6803532227489424,0.7525831305300696,0.7138912469612841
3,4,0.005893113631025777,0.184642988026414,0.8847779931183513,0.4188086672612497,0.48812791785504417
2,4,0.007952898548036871,0.3054348574139446,0.8065807623571419,0.6477841502455717,0.5627802790139373
